23,97,59,89
33,53,47,69
32,55,85,84
28,20,78,66
10,28,78,31
25,43,70,44
18,41,69,33
29,20,47,68
22,31,70,41
40,97,57,57
25,63,54,83
12,40,87,55
25,30,41,57
38,96,54,79
23,59,55,43
33,94,49,87
31,51,82,60
22,62,51,52
15,62,86,59
37,78,75,83
26,21,71,51
40,62,58,90
18,35,54,41
29,86,48,60
18,64,60,43
27,72,69,74
36,64,62,61
23,95,58,63
23,76,45,63
35,68,66,77
12,51,67,42
27,26,68,62
32,75,89,50
28,88,80,61
27,81,80,79
19,44,77,57
23,62,46,61
24,84,87,56
11,66,72,40
39,88,78,54
34,59,84,86
27,73,71,86
23,24,51,68
24,92,88,52
34,84,83,52
28,61,83,64
25,61,53,44
36,94,41,82
26,80,48,80
22,34,78,33
13,22,68,50
13,29,47,42
27,62,40,65
34,74,49,65
30,68,48,61
26,84,79,70
27,79,76,65
23,54,50,59
35,91,43,58
33,73,82,77
38,92,63,70
22,95,57,71
36,68,81,53
21,98,57,50
30,99,67,57
31,62,81,64
17,37,82,31
23,62,62,52
19,61,77,57
20,42,64,35
21,90,90,58
21,98,79,81
27,66,44,71
35,80,63,52
31,77,65,50
24,47,45,48
23,46,47,63
21,70,59,50
29,54,58,31
40,94,67,72
31,59,63,73
26,42,76,36
17,38,86,33
23,68,82,79
31,56,88,54
40,54,45,52
24,79,87,79
28,68,90,33
28,25,46,58
16,36,53,52
33,100,56,72
20,29,77,53
30,25,42,30
26,90,53,53
30,80,46,80
31,69,85,64
29,63,63,53
26,32,59,47
13,63,81,69
25,54,78,60
20,84,45,78
28,82,68,56
29,67,46,63
40,78,44,59
20,76,71,83
24,60,90,65
27,67,69,49
27,26,62,40
28,83,73,52
21,77,58,88
22,32,69,40
26,42,47,33
22,62,72,37
24,41,43,42
16,57,70,69
32,99,52,66
23,55,63,56
37,54,47,82
16,44,82,56
31,51,73,79
29,55,65,57
21,56,73,46
15,34,44,48
10,47,77,43
28,33,50,34
36,78,65,88
32,59,65,55
22,65,45,30
25,97,50,70
27,35,47,33
22,59,61,58
36,69,69,76
28,22,78,55
10,62,60,44
39,78,56,50
22,67,62,57
24,90,80,69
29,56,53,64
40,94,53,68
12,63,61,31
26,67,42,85
20,100,86,80
20,89,65,56
33,71,89,61
19,57,70,30
29,63,65,61
10,45,44,48
23,65,74,61
20,57,85,69
11,36,74,51
14,43,84,44
28,83,42,71
20,55,73,89
33,59,66,63
27,74,83,71
24,29,67,33
40,74,46,50
27,48,70,37
18,44,56,34
11,53,90,54
11,50,65,35
25,42,59,58
38,95,74,70
11,38,87,60
29,48,47,70
18,22,40,39
39,85,81,65
19,48,40,49
30,68,86,73
12,46,86,46
30,64,51,40
39,62,64,88
24,96,80,88
28,65,82,56
13,35,82,54
22,69,50,34
19,58,50,50
17,32,50,69
20,67,80,62
37,75,50,89
12,33,77,48
33,53,64,89
12,69,51,54
16,51,59,49
33,91,45,50
23,63,50,72
35,77,75,70
13,69,41,37
20,71,87,77
30,42,49,70
13,42,44,60
24,98,59,55
17,52,83,58
22,34,85,68
33,60,67,64
30,91,57,70
30,47,48,59
22,60,72,75
28,80,52,60
24,71,40,60
27,49,81,37
11,32,78,59
10,21,79,54
25,53,87,44
38,68,44,57
35,79,82,76
34,87,41,70
10,53,41,43
31,62,88,58
27,55,73,58
10,44,88,60
28,64,71,44
29,41,69,40
31,81,51,67
40,73,51,67
21,97,43,64
14,29,65,48
17,65,41,43
30,90,71,63
15,35,41,36
29,91,56,88
35,71,46,71
15,35,40,38
13,32,68,49
21,45,44,40
16,31,88,42
16,61,53,46
27,63,60,31
25,50,40,82
35,77,50,65
11,47,79,70
12,46,40,42
25,83,89,74
12,51,59,46
26,23,87,45
30,57,57,41
23,80,79,62
22,42,68,63
23,43,73,46
26,89,46,65
22,45,88,39
37,93,75,52
20,67,52,51
29,50,67,52
15,66,70,50
14,45,57,70
17,38,57,31
24,27,90,35
39,74,58,87
40,68,82,58
15,65,43,58
30,64,90,56
10,68,55,35
38,80,57,61
20,95,85,80
16,30,71,40
34,65,71,69
21,25,45,54
34,86,54,73
25,62,72,57
25,81,44,64
28,95,74,74
27,51,66,36
38,73,86,59
24,27,62,62
40,75,50,82
28,20,78,44
17,58,55,43
30,61,63,45
23,47,87,55
19,62,64,44
34,87,59,71
21,21,51,42
20,42,90,65
29,61,47,55
11,28,54,54
20,85,60,64
13,44,55,51
23,90,49,63
35,78,83,83
28,79,78,58
19,25,55,42
20,26,75,70
22,28,63,70
24,56,70,50
12,21,88,56
27,51,55,43
12,20,53,52
37,81,58,68
29,69,70,72
33,91,64,50
37,96,68,87
24,88,86,52
25,22,47,41
12,57,62,33
15,60,85,55
21,35,53,67
13,65,63,51
29,68,90,56
12,55,85,32
13,36,59,30
20,82,43,70
17,28,72,56
23,24,67,64
27,69,61,78
24,38,41,43
36,59,74,62
30,80,54,56
23,40,57,51
26,82,74,64
35,50,72,61
12,36,52,45
11,23,53,59
20,84,44,58
24,20,48,69
28,43,45,39
12,68,83,30
13,63,41,65
30,58,90,66
21,68,62,44
12,52,69,64
11,46,52,43
24,74,57,70
26,86,53,74
31,64,68,56
21,22,74,38
11,69,71,64
18,48,85,39
34,89,83,89
14,31,41,32
25,87,50,68
21,22,50,54
30,55,72,78
31,96,46,69
22,99,82,84
10,35,43,62
14,45,89,50
28,31,86,48
12,35,51,60
21,46,52,69
13,29,47,57
40,69,43,51
29,25,61,60
25,73,57,52
38,84,43,67
10,34,56,47
29,61,48,69
34,67,68,55
27,62,42,69
21,83,74,67
28,66,70,69
26,45,90,37
38,68,75,52
34,57,72,59
34,65,71,72
17,48,57,31
13,34,64,32
35,90,78,60
29,93,79,53
20,52,56,54
21,50,67,55
40,63,51,77
20,52,70,36
26,23,65,34
12,67,57,58
10,30,61,31
21,97,77,65
33,68,78,78
29,20,81,46
26,83,57,61
24,20,57,44
31,98,85,60
24,79,44,58
22,97,68,58
26,56,72,52
20,62,62,55
37,71,61,68
26,57,56,62
16,60,71,47
17,20,42,44
23,69,84,75
27,44,63,37
29,26,86,63
18,51,70,46
17,61,79,69
15,70,83,32
30,83,47,85
26,99,61,71
23,70,85,36
22,83,72,74
39,74,78,60
21,57,90,52
12,67,61,64
26,55,89,62
38,60,85,81
24,20,48,40
14,43,72,59
23,32,52,64
27,69,40,53
11,54,88,70
27,90,85,52
16,68,66,64
40,96,57,52
31,61,52,90
36,51,83,77
15,49,67,66
27,27,67,59
11,38,45,61
40,80,64,51
40,99,87,62
23,92,50,69
24,74,48,71
20,95,64,74
34,70,81,63
34,96,52,77
30,49,62,61
20,33,66,66
15,30,83,43
27,44,59,63
27,28,85,39
11,41,79,48
18,46,64,42
28,61,67,73
26,81,65,85
21,78,72,71
20,47,87,65
19,69,43,46
18,43,56,40
30,75,77,73
26,38,78,57
22,68,76,71
13,69,47,67
25,56,52,35
21,39,58,55
30,57,64,41
14,45,67,45
11,41,68,45
37,91,79,66
17,35,71,35
24,86,81,87
22,59,48,66
36,96,55,89
29,51,58,43
40,72,50,86
26,99,66,81
20,47,40,41
29,92,78,68
28,61,66,60
27,64,41,63
32,51,81,54
15,58,63,41
19,36,76,47
34,54,72,75
20,64,66,30
14,50,65,54
27,60,56,62
20,31,43,54
30,72,79,73
15,74,65,78
31,54,90,50
19,70,74,30
39,96,86,63
21,67,52,86
17,70,70,48
31,89,69,84
23,41,75,57
26,93,42,76
31,83,44,63
20,61,44,70
29,67,89,46
22,81,46,55
35,81,48,67
39,68,43,85
15,28,80,56
12,40,55,69
32,52,89,75
28,42,85,56
25,52,57,35
26,40,61,45
26,85,67,51
13,41,47,68
22,20,67,68
15,68,88,67
24,55,76,71
28,33,47,60
14,66,70,30
30,77,69,72
15,49,49,54
20,79,67,77
23,56,79,58
26,61,71,68
29,99,48,63
30,71,85,85
29,44,79,33
29,77,90,83
25,75,64,76
22,37,47,61
20,68,86,32
39,81,63,70
32,84,41,86
27,70,62,35
29,40,74,37
12,29,50,66
11,36,46,35
20,62,87,87
21,40,51,41
22,29,86,65
32,70,73,77
31,60,55,84
29,95,85,62
33,90,72,89
14,58,55,48
37,80,66,51
33,51,41,90
30,58,71,88
13,29,71,64
26,98,76,88
31,90,80,83
27,95,58,71
12,45,89,36
25,90,55,85
26,67,89,59
22,85,51,76
14,33,40,47
36,80,52,58
21,67,84,62
19,32,54,51
31,61,45,62
34,98,57,89
13,60,69,59
16,63,69,61
27,34,84,48
24,82,86,68
36,90,68,66
10,59,90,64
27,89,51,62
24,58,71,57
24,33,58,30
21,64,59,47
26,75,86,86
21,57,47,55
30,93,58,71
21,33,61,63
28,91,45,72
30,51,63,82
19,62,55,41
14,25,44,58
20,92,40,88
12,22,90,50
19,46,47,44
28,55,79,59
23,67,60,54
27,43,81,45
12,60,62,58
28,54,63,79
30,55,41,55
25,68,74,65
30,28,54,35
30,96,53,59
26,54,80,47
20,65,87,48
26,82,75,72
10,29,55,35
27,39,76,70
28,37,46,43
40,74,75,74
24,89,79,56
17,25,86,31
33,72,82,86
19,66,44,67
10,49,57,51
29,53,89,60
40,74,68,71
21,39,43,35
21,70,73,30
20,54,63,32
23,35,59,43
23,53,70,36
21,78,76,73
26,94,86,71
22,89,42,90
24,75,75,52
40,70,49,54
40,55,66,60
10,38,65,33
19,21,76,47
27,40,53,46
23,81,87,68
39,62,81,70
30,51,81,65
28,28,65,41
28,56,63,64
10,48,43,69
21,43,56,65
27,65,78,70
18,45,61,53
15,38,74,53
39,81,75,86
23,44,85,32
30,65,47,73
30,62,49,64
22,52,57,90
21,86,74,71
21,92,59,84
40,58,80,77
10,50,66,53
20,65,87,60
25,92,80,86
16,51,57,32
29,50,70,69
28,27,75,33
26,44,80,32
19,21,57,70
18,36,42,32
30,55,58,30
22,49,74,50
30,88,74,57
20,47,44,59
14,37,86,67
27,43,74,69
20,53,48,46
21,50,49,30
23,60,69,59
37,97,47,61
17,55,87,46
36,96,89,83
26,71,43,68
32,83,79,89
23,86,82,76
27,50,72,65
25,54,78,71
34,51,71,69
17,51,85,64
22,53,74,47
21,55,44,56
34,90,49,76
38,53,52,68
27,31,77,67
38,66,42,55
40,99,41,52
22,26,75,33
26,90,89,65
23,61,50,70
38,65,83,65
17,68,75,61
30,49,50,51
26,97,66,84
20,53,61,39
31,90,49,58
11,55,43,47
27,39,46,68
25,58,68,51
13,34,87,31
36,72,62,72
39,60,42,70
24,44,60,64
25,61,75,51
22,66,51,41
13,67,70,68
35,59,50,71
14,30,58,39
28,48,45,47
12,27,53,67
32,73,45,63
30,38,73,31
21,30,65,63
33,85,69,68
34,89,79,60
15,51,69,36
18,60,56,40
19,43,64,69
20,79,69,68
38,94,60,64
40,68,66,90
35,100,72,86
30,68,72,31
10,23,79,45
33,54,79,73
10,20,82,55
21,53,65,76
23,85,89,53
39,71,41,89
39,96,41,70
34,67,79,61
18,55,41,59
33,87,63,80
24,35,72,33
26,72,66,60
23,59,45,72
23,66,82,63
37,85,78,51
26,84,85,52
27,68,86,49
20,66,64,87
26,47,46,47
14,69,77,33
37,97,50,65
13,24,46,64
33,65,89,84
20,53,84,53
16,70,79,40
10,37,56,38
21,87,65,69
25,31,63,66
20,53,61,64
22,65,58,66
28,62,80,43
25,21,67,48
18,70,88,67
38,91,75,73
34,80,45,70
22,57,73,34
11,41,71,34
27,43,40,45
27,88,52,57
24,29,79,55
29,54,77,70
16,51,47,62
12,23,65,55
22,41,52,70
37,65,42,53
31,100,41,66
31,71,79,61
13,42,58,60
25,63,61,56
18,44,67,35
15,28,72,68
